key,title,year,journal,authors,abstract,doi,keywords
407039811,"Biodiesel production with the simultaneous removal of nitrogen, phosphorus and COD in microalgal-bacterial communities for the treatment of anaerobic digestion effluent in photobioreactors",2018,Chemical Engineering Journal,"Xie, Binghan and Gong, Weijia and Tian, Yu and Qu, Fangshu and Luo, Yunlong and Du, Xing and Tang, Xiaobin and Xu, Daliang and Lin, Dachao and Li, Guibai and Liang, Heng","The anaerobic digestion effluent (ADE) generated from biogas projects has raised increasing environmental concerns. In this study, the algal cells integrity, pollutants degradation and the community compositions shifts were evaluated during the ADE treatment with simultaneous biodiesel accumulation in photobioreactors (PBR). The operation of six PBRs was initiated with diluted ADE (625, 393, 272, 193, 178 and 167â€¯mg/L SCOD). The results showed that the high concentration of ADE (625â€¯mg/L SCOD) led to considerable inhibition of algal cells growth. By comparison, the PBR (272â€¯mg/L SCOD) attained the maximum lipid productivity (59.13â€¯mg/LÂ·d), and complete nutrient (nitrogen and phosphorus) removal was observed in PBR (167â€¯mg/L SCOD). Moreover, the highest viable algal cells (86.2%) was attained in PBR (272â€¯mg/L SCOD). Therefore, this study provides a feasible technology for microalgal cultivation with simultaneous treatment of ADE in PBRs. In addition, the approach of excitation-emission matrices with parallel factor (EEMs-PARAFAC) was utilized to further understand the organics degradation. The removals of component 1 (humic-like) and component 2 (protein-like, biological production) were ascended by the increased algal and bacteria activity in the microalgal-bacterial consortium. Additionally, the community composition analysis illustrated that bacterial diversity was reduced by the inoculation with microalgae, which was attributed to the formation of stable function groups with satisfactory contaminant degradation abilities and good algal cell growth; and Chlorella species were dominant, which benefited biodiesel accumulation in PBRs. These findings demonstrated the potential of using a bacterial-microalgal consortium for ADE purification simultaneous biodiesel production.",https://doi.org/10.1016/j.cej.2018.06.032,Microalgae cells integrity;EEMs-PARAFAC analysis;Microalgal-bacterial consortium;Biodiesel production;Photobioreactor (PBR);Anaerobic digestion effluent (ADE)
407039812,Semi-continuous anaerobic digestion of the marine micro-algal species I. galbana and D. salina grown under low and high sulphate conditions,2019,Algal Research,"Roberts, Keiron P. and Heaven, Sonia and Banks, Charles J.","Anaerobic digestion of marine micro-algae is a necessary step for their incorporation into the future portfolio of biofuels. Digestion of marine feedstocks can pose operational issues associated with competition and toxicity to the microbial consortium. This research examined the marine species Isochrysis galbana and Dunaliella salina continuously cultivated in a tubular photobioreactor using a low sulphate medium; D. salina was also cultivated with a high sulphate medium (4.7â€¯g SO4 Lâˆ’1). Harvested micro-algal biomass was used as feedstock in semi-continuous digestion with a salt-adapted inoculum. Stable operation was achieved with reasonable specific methane production (SMP) despite a short (15-day) retention time. SMP for I. galbana and D. salina was 0.244 and 0.233â€¯L CH4 gâˆ’1 volatile solids (VS), with VS destruction 32% and 48% respectively. SMP ranged from 62 to 94% of the biochemical methane potential, but was only 32â€“49% of theoretical methane yields, indicating pre-treatments may be beneficial. Changing from low to high sulphate D. salina reduced the SMP to 0.193â€¯L CH4 gâˆ’1 VS with a rise in H2S production. Under semi-continuous digestion, evidence for sulphide precipitation and oxidation was observed, which were not seen in batch analyses. This highlights the importance of conducting continuous rather than batch studies, to avoid overlooking these effects.",https://doi.org/10.1016/j.algal.2019.101564,Marine micro-algae;Semi-continuous anaerobic digestion;Inhibition;Adaption;Hydrogen sulphide;Biogas
407039813,"Screening native isolates of cyanobacteria and a green alga for integrated wastewater treatment, biomass accumulation and neutral lipid production",2015,Algal Research,"Lynch, Fiona and Santana-SÃ¡nchez, Anita and JÃ¤msÃ¤, Mikael and Sivonen, Kaarina and Aro, Eva-Mari and Allahverdiyeva, Yagut","The value and efficiency of microalgal biofuel production can be improved in an integrated system using waste streams as feed-stock, with fuel-rich biomass and treated wastewater being key end-products. We have evaluated seven native cyanobacterial isolates and one native green alga for their nutrient removal, biomass accumulation and lipid production capacities. All native isolates were successfully grown on synthetic wastewater mimicking secondary treated municipal wastewater (without organic carbon). Complete phosphate removal was achieved by the native green alga, isolated from TvÃ¤rminne (SW Finland). Optimisation of the C:N ratio available to this strain was achieved by addition of 3% CO2 and resulted in complete ammonium removal in synthetic wastewater. The native green alga demonstrated similar nutrient removal rates and even stronger growth in screened municipal wastewater, which had double the ammonium concentration of the synthetic media and also contained organic carbon. Sequencing of the genes coding for 18S small rRNA subunit and the ITS1 spacer region of this alga placed it in the Scenedesmaceae family. The lipid content of native isolates was evaluated using BODIPY (505/515) staining combined with high-throughput flow cytometry, where the native green alga demonstrated significantly greater neutral lipid accumulation than the cyanobacteria under the conditions studied.",https://doi.org/10.1016/j.algal.2015.05.015,Algae;Cyanobacteria;Biofuel;Wastewater;Biodiesel;Screening;Nutrient removal
407039814,"Nutrient removal from anaerobic digestion effluents of aquatic macrophytes with the green alga, Chlorella sorokiniana",2019,Biochemical Engineering Journal,"Kimura, Shigeko and Yamada, Tsuyoshi and Ban, Syuhei and Koyama, Mitsuhiko and Toda, Tatsuki","Green microalgae have great potential for removing inorganic nutrients from wastewater and anaerobic digestion effluent (ADE). We investigated the cultivation conditions for maximum algal yield and nutrient (ammonium and phosphate) removal rates. The green microalga, Chlorella sorokiniana, was cultured using ADE from anaerobic digestion by two dominant macrophytes, Elodea nuttallii and Egeria densa, which cause environmental problems in Lake Biwa, Japan, because of excessive growth. Available magnesium (Mg) in the ADEs from both macrophytes was not sufficient for maximum algal growth and nutrient removal. We demonstrated that Mg-enrichment was essential for enhancing algal yield in, and nutrient removal rate from, ADEs.",https://doi.org/10.1016/j.bej.2018.12.001,;Anaerobic digestion effluent;Maximum algal yield;Nutrient removal rate;Aquatic macrophytes
407039815,Anaerobic digestion of food waste coupled with biogas upgrading in an outdoors algal-bacterial photobioreactor at pilot scale,2022,Fuel,"MarÃ­n, David and MÃ©ndez, Lara and Suero, Irene and DÃ­az, Israel and Blanco, SaÃºl and Fdz-Polanco, MarÃ­a and MuÃ±oz, RaÃºl","This work aimed at integrating the anaerobic digestion of food waste (FW) with photosynthetic biogas upgrading at pilot scale in order to obtain a high quality biomethane and a nutrient-laden algal biomass as the main byproducts from FW treatment. The performance of a 100 L anaerobic digester treating food waste integrated via raw biogas and digestate injection with a 1.2Â m2 outdoors high-rate algal pond (HRAP) was evaluated. Biogas production in the digester averaged 790Â Â±Â 89Â mLÂ g VSin-1 (68Â Â±Â 8 L d-1) (35Â Â°C, 1Â bar) at a loading rate of 0.86Â g VS L-1 d-1 and a steady state chemical oxygen demand removal efficiency of 83Â Â±Â 7%. The biogas produced (60% CH4 / 39% CO2) was upgraded in a 2.5 L absorption column interconnected with the HRAP via culture broth recirculation at a liquid to biogas ratio of 2, resulting in a maximum CO2 removal efficiency of 90% and a maximum CH4 content of 93.9%. The HRAP, supplied with the centrifuged liquid digestate supplemented with synthetic wastewater (5.0Â Â±Â 1.1 L d-1, Total nitrogen (TN)Â =Â 793Â Â±Â 110Â mgÂ N L-1, P-PO43- = 39Â Â±Â 19Â mg P L-1), supported TN and total phosphorus maximum removal efficiencies of 100% in both cases. Pseudoanabaena sp. and Chlorella vulgaris were identified as the dominant species.",https://doi.org/10.1016/j.fuel.2022.124554,Algal bacterial photobioreactor;Anaerobic digestion;Biogas upgrading;Biomethane;Food waste
407039816,Upcycling the anaerobic digestion streams in a bioeconomy approach: A review,2021,Renewable and Sustainable Energy Reviews,"Tsapekos, Panagiotis and Khoshnevisan, Benyamin and Alvarado-Morales, Merlin and Zhu, Xinyu and Pan, Junting and Tian, Hailin and Angelidaki, Irini","Gaseous and liquid anaerobic digestion (AD) streams, currently are at best used for electricity and heat production or simply spreading at the fields, respectively. However, electricity and heat are economically produced from other renewables and advanced fertilizers are needed to avoid leaching and boost nutrients capture. Hence, AD seeks new opportunities to support circular bioeconomy. The overall objective of this review is to present state-of-the-art resource recovery routes for upcycling the AD streams to reduce carbon footprint and formulate alternative products to increase sustainability. Technical barriers and integrated systems to upcycle AD streams through biological means are presented. New technologies and methods to capture CH4, CO2 and nutrients from the digested residual resources are presented, as a) methanotrophs cultivation to be used as feed ingredients; b) CO2 conversion and micro-nutrients capturing from microalgae to be valorized for a wide range of applications (e.g. biofuels, food and feed, fertilizers, bioactive compounds); c) CO2 transformation to biodegradable plastics precursors (e.g. Polybutylene succinate, Polyhydroxyalkanoate); d) digestate valorization for biochar production to support efficient agricultural usage. Moreover, the environmental factors and life cycle assessment perspectives of the novel biorefinery routes are revised highlighting the need for regionalized models or assessments that can reveal the most sustainable routes based on local conditions and requirements. Despite AD poses some positive characteristics related to environmental benefit and emissions reduction, the present work reveals that the novel routes can further enhance sustainability metrics supporting circular bioeconomy.",https://doi.org/10.1016/j.rser.2021.111635,Residual resources upcycling;Circular economy;Biogas;Digestate;Added value molecules
407039817,Correlations between biochemical composition and biogas production during anaerobic digestion of microalgae and cyanobacteria isolated from different sources of Turkey,2019,Bioresource Technology,"Perendeci, N.A. and YÄ±lmaz, V. and {Ertit TaÅŸtan}, B. and GÃ¶kgÃ¶l, S. and Fardinpoor, M. and NamlÄ±, A. and Steyer, J.P.","Twenty one species of microalgae and Cyanobacteria were isolated from different ecosystems in Turkey to investigate the relation between biochemical methane potential (BMP) and biochemical characterization. Since the highest dry weight (X), specific growth rate (Âµ) and maximum productivity (Pmax) were obtained from the five species, identification of species and BMP tests with the composition analyzes were examined. BMP values were determined 308, 293, 242, 229 and 230 mLCH4/gVS for Desertifilum tharense, Phormidium animale, Chlorella sp., Anabeana variabilis and Chlorophyta uncultured. The Pearson correlation and principal component analysis (PCA) were applied to extract and clarify the correlation between composition of species and their methane production. Pearson correlation shows that glucose, Kjeldahl nitrogen and chlorophyll are highly and positively correlated with BMP. PCA revealed that Chlorella sp., Chlorophyta uncultured and Desertifilum tharense were placed against Phormidium animale distinguished by its extreme and different profile because of Kjeldahl nitrogen and glucose content.",https://doi.org/10.1016/j.biortech.2019.02.086,Biochemical methane potential;Compositional analysis;Cyanobacteria;Microalgae;Statistical relation
407039818,Associated effects of storage and mechanical pre-treatments of microalgae biomass on biomethane yields in anaerobic digestion,2016,Biomass and Bioenergy,"Gruber-Brunhumer, M.R. and Jerney, J. and Zohar, E. and Nussbaumer, M. and Hieger, C. and Bromberger, P. and Bochmann, G. and Jirsa, F. and Schagerl, M. and Obbard, J.P. and Fuchs, W. and Drosg, B.","The pre-treatment of microalgae cell walls is known to be a key factor to enhance methane (CH4) yields during anaerobic digestion. This study investigated the combined effects of two different biomass storage methods and physical pre-treatments on the anaerobic digestion for three different microalgae species. Acutodesmus obliquus, Chlorella vulgaris and Chlorella emersonii were cultivated in 80Â L sleevebag photobioreactors (batch mode), and then subjected to different storage (cooling and freezing) and pre-treatment methods prior to anaerobic digestion using the biochemical methane potential (BMP) test. A.Â obliquus was selected to evaluate pre-treatment methods for further experimentation. Significantly higher CH4 yields of cooled (4Â Â°C)Â A.Â obliquus biomass were achieved through ultrasonication (+53% CH4) and wet-milling (+51% CH4). These methods were then applied in follow-up experiments to cooled (4Â Â°C) biomass of C.Â emersonii and A.Â obliquus. Ultrasonication again led to significantly higher CH4 yields for A.Â obliquus biomass (323Â dm3Â kgâˆ’1Â CH4 yield calculated at standard gas conditions of 273Â K, and 101.5Â kPa per unit volatile solids,Â +41% CH4), and C.Â emersonii biomass (308Â dm3Â kgâˆ’1;Â +35% CH4). In a third experiment series, frozen A.Â obliquus and C.Â vulgaris biomass were thawed prior to pre-treatment and BMP-testing. Among all BMP tests, the highest CH4 yields were achieved with untreated, freeze-thawed C.Â vulgaris biomass (406Â dm3Â kgâˆ’1); pre-treatment did not enhance CH4 yields for C.Â vulgaris, but for A.Â obliquus (ultrasonicationÂ +20%). Pre-treatment was more effective for cooled than freeze-thawed microalgal biomass and combined effects acted strain dependently.",https://doi.org/10.1016/j.biombioe.2016.07.013,Biochemical methane potential;Photobioreactor;;;;Bioenergy
407039819,An innovative intermittent-vacuum assisted thermophilic anaerobic digestion process for effective animal manure utilization and treatment,2017,Bioresource Technology,"Zhang, Renchuan and Anderson, Erik and Addy, Min and Deng, Xiangyuan and Kabir, Fayal and Lu, Qian and Ma, Yiwei and Cheng, Yanling and Liu, Yuhuan and Chen, Paul and Ruan, Roger","Intermittent-vacuum stripping (IVS) was developed as a pretreatment for thermophilic anaerobic digestion (TAD) to improve methanogenesis and hydrolysis activity through preventing free ammonia and hydrogen sulfide (H2S) inhibition from liquid swine manure (LSM). Over 98% of ammonia and 38% organic nitrogen were removed in 60min from 55Â°C to 85Â°C with vacuum pressure (from 100.63Â±3.79mmHg to 360.91Â±7.39mmHg) at initial pH 10.0 by IVS. Thermophilic methanogenesis and hydrolysis activity of pretreated LSM increased 52.25% (from 11.56Â±1.75% to 17.60Â±0.49%) in 25days and 40% (from 10days to 6days) in bio-methane potential assay. Over 80% H2S and total nitrogen were removed by IVS assistance, while around 70% nitrogen was recycled as ammonium sulfate. Therefore, IVS-TAD combination could be an effective strategy to improve TAD efficiency, whose elution is more easily utilized in algae cultivation and/or hydroponic system.",https://doi.org/10.1016/j.biortech.2017.08.080,Intermittent-vacuum stripping (IVS);Thermophilic anaerobic digestion;Ammonia inhibition;Waste water treatment;Hydrogen sulfide inhibition
407039820,High methane yields in anaerobic digestion of the cyanobacterium Pseudanabaena sp.,2019,Algal Research,"Cuellar-Bermudez, Sara P. and Magdalena, Jose Antonio and Muylaert, Koenraad and Gonzalez-Fernandez, Cristina","Microalgae are a novel biomass feedstock for the production of biogas through anaerobic digestion. However, anaerobic digestion of microalgal biomass often suffers from low methane yields due to their rigid cell walls. In contrast to eukaryotic microalgae, prokaryotic cyanobacteria have a weaker cell wall and might be more attractive as feedstock for anaerobic digestion. Nevertheless, feedstock biomass composition influences the anaerobic digestion process. In cyanobacteria, nitrogen is a key nutrient for which availability induces changes in the biomass composition. In this study, the cyanobacterium Pseudanabaena sp. CY14-1 was cultivated at different nitrogen concentrations (14, 42 and 56mgN Lâˆ’1) to achieve biomass with a variable carbohydrate content (61, 38 and 23% dry weight, respectively). Anaerobic digestion of these three types of Pseudanabaena sp. CY14-1 biomass was performed in batch experiments to evaluate the effect of biomass composition on methane yields. During the first days of the experiment, the methane yield of the biomass was comparable irrespective of the carbohydrate content. The final methane yield, however, was higher for the biomass with 23% carbohydrate content (251mL CH4 g-1 CODin) than for the biomass with 38 and 61% carbohydrates (226 and 215mL CH4 g-1 CODin, respectively). In contrast, 61% carbohydrate-rich biomass showed the highest hydrolysis constant (0.21 day-1) among the three types of Pseudanabaena sp. CY14-1 biomass. Methane yields achieved with these three biomasses are higher than those reported for some eukaryotic microalgae species, highlighting the potential of cyanobacteria as biomass feedstock for anaerobic digestion.",https://doi.org/10.1016/j.algal.2019.101689,Cyanobacteria;Nitrogen concentration;Carbohydrates;Biogas
407039821,Cultivation of Chlorella vulgaris JSC-6 with swine wastewater for simultaneous nutrient/COD removal and carbohydrate production,2015,Bioresource Technology,"Wang, Yue and Guo, Wanqian and Yen, Hong-Wei and Ho, Shih-Hsin and Lo, Yung-Chung and Cheng, Chieh-Lun and Ren, Nanqi and Chang, Jo-Shu","Swine wastewater, containing a high concentration of COD and ammonia nitrogen, is suitable for the growth of microalgae, leading to simultaneous COD/nutrients removal from the wastewater. In this study, an isolated carbohydrate-rich microalga Chlorella vulgaris JSC-6 was adopted to perform swine wastewater treatment. Nearly 60â€“70% COD removal and 40â€“90% NH3-N removal was achieved in the mixotrophic and heterotrophic culture, depending on the dilution ratio of the wastewater, while the highest removal percentage was obtained with 20-fold diluted wastewater. Mixotrophic cultivation by using fivefold diluted wastewater resulted in the highest biomass concentration of 3.96g/L. The carbohydrate content of the microalga grown on the wastewater can reach up to 58% (per dry weight). The results indicated that the microalgae-based wastewater treatment can efficiently reduce the nutrients and COD level, and the resulting microalgal biomass had high carbohydrate content, thereby having potential applications for the fermentative production of biofuels or chemicals.",https://doi.org/10.1016/j.biortech.2015.09.067,Swine wastewater;;Carbohydrate;Mixotrophic growth;Heterotrophic growth
407039822,Anaerobic digestion restricted to phase I for nutrient release and energy production using waste-water grown Chlorella vulgaris,2018,Chemical Engineering Journal,"Khalid, Muneeba and Johnson, Evan and Vij, Akshat and Bouwer, Edward J. and Janjua, Hussnain A. and Betenbaugh, Michael J.","Anaerobic digestion (AD) can be used to recover nutrients from waste streams by isolating its phases. Here, we present a phase-restricted AD system (phase I only) for Phosphorus (P) release, production of Volatile Fatty Acids (VFA), ammonia (as NH4+) and biogas by digesting Chlorella vulgaris grown on agricultural waste-water using sewage sludge as inoculum. In our phase I AD system, we observed that changing the digester hydraulic retention time (HRT) altered the P, NH4+ and VFA concentrations in the effluent and biogas production. The reactor operated at 10â€¯days HRT released maximum inorganic P (orthophosphate) in the effluent with a value of 199â€¯Â±â€¯1â€¯mg/L, the highest amongst considered HRTs. Maximum N in the phase-restricted AD system was observed at 14â€¯days HRT with a final concentration of 118â€¯Â±â€¯1â€¯mg NH4+/L. However, the value was exceeded by a single-stage two-phase positive control batch reactor with a value of 350â€¯Â±â€¯0.2â€¯mg NH4+/L. The Gas Chromatography (GC) analysis indicated that VFA were present in all phase I AD reactors, with the 10â€¯days HRT digester featuring the highest concentration at 233â€¯mg/L. Furthermore, the phase-restricted AD approach had a positive impact on biogas generation. The 14â€¯days HRT digester exhibited the greatest biogas production at 522â€¯Â±â€¯1â€¯mL in the digesterâ€™s headspace, followed by the 10â€¯days HRT. The results of the study have established that anaerobic digesters operated at phase I with microalgae could be a promising approach for harvesting nutrients and generating biofuels in a green bioremediation system.",https://doi.org/10.1016/j.cej.2018.07.084,Anaerobic digestion;Phase-restricted AD;Hydraulic retention time;Nutrient recovery;Volatile Fatty Acids;Biogas
407039823,Adaptation of Chlorella vulgaris immobilization on rice straw with liquid manure to create a sustainable feedstock for biogas production and potential feed applications,2024,Journal of Environmental Management,"Sobhi, Mostafa and Elsamahy, Tamer and Zhang, Yajie and Zakaria, Eman and Ren, Siyuan and Gaballah, Mohamed S. and Zhu, Feifei and Hu, Xinjuan and Cui, Yi and Huo, Shuhao","Rice straw (RS) is a widely available agricultural residue with significant potential for biogas production and feed applications; however, its poor digestibility and nutritional value limit its utilization. This study explores an innovative approach to enhance the digestibility and nutritional value of RS by cultivating Chlorella vulgaris through immobilization technology on RS, using liquid manure (LM) as an alternative to the traditional BG11 medium. The results showed an increase in chlorophyll a (Chl a) after 12 days for both the BG11 medium and LM-based treatments, from 0.13 to 0.34 and 0.24Â mg Chl a/g product (DM), respectively. Additionally, the immobilized microalgal biomass increased to 284.18 and 170.14Â mg algal biomass/g product (DM), respectively. Soaking under microaerobic conditions during cultivation led to the partial degradation of RS. This, combined with the formed microalgal biofilm, contributed to an improved digestibility of the dry matter, reaching 69.1% and 65.9% for the final products based on the BG11 medium and LM mediums, respectively, compared to 52.1% for the raw RS. Furthermore, the crude protein and lipids contents were significantly improved with the potential for applications in feed, reaching 21.4% and 4.1% for the BG11 medium-based product, while they were observed to be 12.8% and 3.0%, respectively, for the LM-based product. Additionally, carbon-to-nitrogen ratio was significantly reduced compared to the raw RS. The higher digestibility and improved nutritional value contributed to increased biogas production, reaching 129.3 and 118.7Â mL/g (TS) for the products based on the traditional medium and LM medium, respectively, compared to 86.7Â mL/g (TS) for the raw RS. The immobilization mechanism and biofilm development could be attributed to the roughness of the RS and extracellular polymer substances. This study demonstrates that integrating C. vulgaris cultivation on RS with LM as a nutrient source not only enhances the digestibility and nutritional value of RS but also offers a sustainable waste management solution with potential applications in biogas production and animal feed.",https://doi.org/10.1016/j.jenvman.2024.123050,;Liquid manure;Straw valorization;Sustainable feedstock;Microalgae immobilization
407039824,Integrated role of algae in the closed-loop circular economy of anaerobic digestion,2022,Bioresource Technology,"Leong, Yoong Kit and Chang, Jo-Shu","Following the surging demand for sustainable biofuels, biogas production via anaerobic digestion (AD) presented itself as a solution for energy security, waste management, and greenhouse gas mitigation. Algal-based biorefinery platform serves an important role in the AD-based closed-loop circular economy. Other than using whole biomass of micro- and macroalgae as feedstock for biogas production, the integration of AD with other bio- or thermochemical conversion techniques can achieve complete valorization of biomass residue after processing or valuable compounds extraction. On the other hand, anaerobic digestate, the byproduct of AD processes can be used for microalgal cultivation for lipid and pigments accumulation, closing the loop of resource flow. Furthermore, algae and its consortium with bacteria or fungi can be employed for combined biogas upgrading and wastewater treatment. Innovative strategies have been developed to enhance biogas upgrading and pollutant removal performance as well as minimize O2 and N2 content in the upgraded biomethane.",https://doi.org/10.1016/j.biortech.2022.127618,Anaerobic digestion;Algae;Biogas upgrading;Biomethane;Waste management;Resource recovery;Circular economy
407039825,Combining ABE fermentation and anaerobic digestion to treat with lipid extracted algae for enhanced bioenergy production,2023,Science of The Total Environment,"Mao, Bifei and Zhang, Bingcong","As a downstream process output, biobutanol can be produced via acetone, butanol, and ethanol (ABE) fermentation from lipid-extracted algae (LEA), but the leftover residue has not been treated for additional value. In current study, LEA were acid hydrolyzed to extract glucose into the hydrolysate, which was then used for ABE fermentation to produce butanol. In the meantime, anaerobic digestion was performed on the hydrolysis residue to produce methane and release nutrients for algae recultivation. To optimize butanol and methane production, several carbon or nitrogen supplements were applied. The results showed that the hydrolysate produced a high butanol concentration of 8.5Â g/L with bean cake supplemented, and the residue co-digested with wastepaper had a higher methane production compared to the direct anaerobic digestion of LEA. The causes of the enhanced performances were discussed. The digestates were reused for algae recultivation and were proved to be effective for algae and oil reproduction. The combined process of ABE fermentation and anaerobic digestion was thus proved a promising technique to treat LEA for economic benefit.",https://doi.org/10.1016/j.scitotenv.2023.162691,Algal biofuel;Butanol;Methane;Ammonia;Recultivation
407039828,Comparative testing of energy yields from micro-algal biomass cultures processed via anaerobic digestion,2016,Renewable Energy,"Roberts, Keiron P. and Heaven, Sonia and Banks, Charles J.","Although digestion of micro-algal biomass was first suggested in the 1950s, there is still only limited information available for assessment of its potential. The research examined six laboratory-grown marine and freshwater micro-algae and two samples from large-scale cultivation systems. Biomass composition was characterised to allow prediction of potentially available energy using the Buswell equation, with calorific values as a benchmark for energy recovery. Biochemical methane potential tests were analysed using a pseudo-parallel first order model to estimate kinetic coefficients and proportions of readily-biodegradable carbon. Chemical composition was used to assess potential interferences from nitrogen and sulphur components. Volatile solids (VS) conversion to methane showed a broad range, from 0.161 to 0.435Â LÂ CH4Â gâˆ’1Â VS; while conversion of calorific value ranged from 26.4 to 79.2%. Methane productivity of laboratory-grown species was estimated from growth rate, measured by changes in optical density in batch culture, and biomass yield based on an assumed harvested solids content. Volumetric productivity was 0.04â€“0.08Â LÂ CH4Â Lâˆ’1 culture dayâˆ’1, the highest from the marine species Thalassiosira pseudonana. Estimated methane productivity of the large-scale raceway was lower at 0.01Â LÂ CH4Â Lâˆ’1Â dayâˆ’1. The approach used offers a means of screening for methane productivity per unit of cultivation under standard conditions.",https://doi.org/10.1016/j.renene.2015.11.009,Micro-algae;Anaerobic digestion;Biochemical methane potential;Biodegradability kinetics;Biomass yield;Growth rate
407039829,Synergistic integration of electrocoagulation and algal cultivation to treat liquid anaerobic digestion effluent and accumulate algal biomass,2016,Process Biochemistry,"Liu, Zhiguo and Liu, Yan","An integrated system of electrocoagulation and algal cultivation was developed to treat a high strength wastewaterâ€”anaerobic digestion liquid effluent for reclaimed water and value-added algal biomass production. The integrated system synergistically takes advantages of both electrocoagulation and algal cultivation to enhance the efficiencies of wastewater treatment. The electrocoagulation treated wastewater had low turbidity with better light penetration (108 NTU) to enable algal growth. The algal cultivation had high removal efficiencies of phosphorus (99.4%) and nitrogen (88.2%). The dissolved iron in the electrocoagulation treated wastewater enhanced lipid accumulation of the algae. The results present that total phosphorus and nitrogen in the reclaimed water were 0.78gLâˆ’1 and 35.5mgLâˆ’1 respectively, and the harvested algal biomass had 35% of lipid, 53% of protein, and 6.4% of carbohydrate. This study concluded a new route for agricultural wastewater treatment that turns wastewater from an environmental liability into a valuable asset.",https://doi.org/10.1016/j.procbio.2015.11.003,Anaerobic digestion liquid effluent;Electrocoagulation;;Algal biomass;Nitrogen;Phosphorus
407039830,The fate of nitrogen and sulphur during co-liquefaction of algae and bagasse: Experimental and multi-criterion decision analysis,2021,Biomass and Bioenergy,"Obeid, Farah and Van, Thuy Chu and Guo, Bingfeng and Surawski, Nic C. and Hornung, Ursel and Brown, Richard J. and Ramirez, Jerome A. and Thomas-Hall, Skye R. and Stephens, Evan and Hankamer, Ben and Rainey, Thomas","The removal of nitrogen (N) and sulphur (S) from biocrude oil produced using hydrothermal liquefaction (HTL), is important for the production of high quality renewable fuels. Here the effect of co-liquefaction of bagasse and algae was analysed. Algae (Chlorella vulgaris and Cyanobacteria) were mixed with bagasse (1:1) subjected to HTL at 250â€“350Â Â°C for 10â€“60Â min. Higher HTL temperatures had a positive effect in increasing the biocrude yield and slightly reduced N content; S did not show a consistent trend. Most of the nitrogen (~66%) and sulphur (~80%) were recovered in the aqueous phase rather than in the biocrude phase, opening the opportunity to recycle these nutrients for algae cultivation. Co-liquefying bagasse with algae improved the biocrude yield (54Â wt%) compared to pure Cyanobacteria (47.5Â wt%). It also reduced N content from 7Â wt% (Cyanobacteria biocrude) to 4.2Â wt% (Cyanobacteria: Bagasse) and S from 0.7Â wt% to 0.4Â wt%. Principal Component Analysis (PCA) analysis identified that biocrude yield is positively correlated with the initial lipid content and anti-correlated with the carbohydrates fraction. Biocrude N content is closely related to the initial amount of proteins in the algae. The Preference Ranking Organization METHod for Enrichment of Evaluations and its descriptive complement Geometrical Analysis for Interactive Aid (PROMETHEE and GAIA) analysis ranked the co-liquefaction of Chlorella vulgaris and bagasse (1:1) at 350Â Â°C and 60Â min as one of the best overall combination in terms of biocrude yield, N and S content.",https://doi.org/10.1016/j.biombioe.2021.106119,Microalgae;Bagasse;Hydrothermal liquefaction (HTL);Co-liquefaction;Biocrude;Nitrogen (N);Sulphur (S);Principal component analysis (PCA);PROMETHEE and GAIA
407039831,The effect of algae species on biodiesel and biogas production observed by using a data model combines algae cultivation with an anaerobic digestion (ACAD) and a biodiesel process,2014,Energy Conversion and Management,"Sapci, Zehra and Morken, John","The influence of an algae species based on the biodiesel yield was investigated by using a combined plant model from the literature. The model has six different processes: algal cultivation, the flocculation and separation process, biodiesel production, anaerobic digestion, scrubbing, and combined heat and power (CHP). The data model in the literature was operated with the values for Chlorella vulgaris. To investigate the roles of the algae species on the biodiesel yield in the model, two different algae species, Nannochloropsis sp. and Haematococcus pluvialis, were selected. Depending on the data from these algae in the literature, three different scenarios were modeled in the study. The model shows that all of the scenarios for biodiesel production can be totally independent of an external energy supply. Energy estimations for all of the applications scenarios show that the system produces more energy than the amount that is required for the processing operation.",https://doi.org/10.1016/j.enconman.2013.12.010,Anaerobic digestion;Microalgae;Biodiesel;Bioenergy;Modeling
407039832,Iron oxide nanoparticle-based pretreatment for simultaneous elevated hydrolysis efficiency and methanization augmentation of Chlorella vulgaris biomass,2023,Algal Research,"Oraby, Sabry and Hegazy, Mohamed I. and Labeeb, Howaida M. and Mahdy, Ahmed","The impact of iron oxide nanoparticle (Fe3O4 NPs) on Chlorella vulgaris biomass solubilization and biogas production was investigated. The maximum hydrolysis efficiency (30Â %) was achieved in the presence of 10Â ppm of Fe3O4NPs, however, this degree decreased respectively, to 23.4 and 22Â % at 15 and 20Â ppm. Concurrently, a highest biogas yield (595Â mL/g VSin) was attained in reactors fed with pretreated biomass at 10Â ppm. A key threshold of 40Â min for Fe3O4NPs pretreatment was established to increase organic materials solubilization in reactors. The effort to expand biomass loads over 16Â g/L resulted in lower hydrolysis efficiency and a simultaneous drop in the augmentation of biogas production. All pretreated trials steadily displayed higher first-order kinetic constants as compared to control. Therefore, Fe3O4NPs application prior microalgae anaerobic digestion might be a potential strategy to reduce energy input needed for cell wall disruption with the added benefits of biogas production enhancement.",https://doi.org/10.1016/j.algal.2023.102972,FeO nanoparticle;;Hydrolysis efficiency;Biogas yield;Anaerobic digestion
